ID	Year of Study	Acquired Skills
10261	4	Python, Probability, Dynamic Structures, Design
14137	5	Robotics, Design, Static Structures, Probability, Mathematics
16409	4	Python, Security, Mathematics
18290	5	
10252	2	Python, Algorithmic, Static Structures
10609	1	Statistics
10874	2	Compilation
13754	3	Probability, Java, Design
11857	2	Probability
11058	2	Mathematics, Robotics, C++, Probability
11965	2	Mathematics, Statistics, Compilation, Dynamic Structures
19251	3	C++, Design, Mathematics, Security
10886	1	Robotics
18035	4	Algorithmic, Mathematics, Statistics
17462	3	Java, Probability, Algorithmic
18063	3	Dynamic Structures, C++, Mathematics, Algorithmic, Web Development
10716	4	Software Engineering, Dynamic Structures, Design, Mathematics, Security
12834	1	Static Structures, Design, Web Development
13801	1	Python
10806	3	
16012	5	Probability, Compilation, Java, Statistics
18941		Java, Algorithmic, Robotics, Compilation, C++
14674	3	Robotics, Dynamic Structures, Algorithmic
15393	3	Java, Web Development, Robotics, Mathematics
11416		Design, Robotics, C++
13291	4	Mathematics, Web Development, Probability
12589	2	Python, Design, Web Development
19411	2	Security, Algorithmic
15075	5	Statistics, Java, Web Development, Dynamic Structures
11277	2	Mathematics, Dynamic Structures, Compilation, Web Development, Software Engineering
17590	5	Python
10037	3	Python, Java, C++, Design, Statistics
17979	1	Statistics, Static Structures, Design
12634	3	Static Structures, C++, Compilation
14315	3	
10245	2	Python, Algorithmic, Security, C++, Java
13484	2	Dynamic Structures, Design, Probability, Statistics
16402	2	C++, Statistics, Dynamic Structures, Static Structures, Software Engineering
16405		Software Engineering, Mathematics, Java, Static Structures
18218	2	Security, Probability, Java
16200	5	Robotics, Python
15181	1	Static Structures
17765	1	Java, Security, Design, Web Development
17763	5	Design, Software Engineering, Statistics
10063	2	
17879	1	Java, Probability, Compilation, Mathematics
11316	3	Robotics, C++, Python, Design, Security
16233	1	Probability, Dynamic Structures, Security, Python
17011	1	Web Development, Probability, Mathematics, Compilation
11517	2	Python, Static Structures, Statistics
18784	4	Statistics, Python, Design, Algorithmic
13541	3	Web Development, Python, Robotics, Probability, Dynamic Structures
16303	1	
13612	5	Algorithmic
15659	5	Static Structures
13010	4	Software Engineering, Statistics, Java
18729	3	Robotics
15965	1	Algorithmic
17592	1	Java, Security, Static Structures, Software Engineering
19575	1	Software Engineering, Static Structures, Web Development, Compilation, Robotics
17467	4	Design, Software Engineering
13274	4	Compilation, Dynamic Structures, Software Engineering
14630	2	Java, Robotics, Web Development
12717	1	Web Development, Algorithmic, Software Engineering, Compilation, Java
12567	2	Python, Design, C++
13995	4	Java, Static Structures
14056	5	C++, Java, Robotics
15251	1	
18886	5	Web Development
17562	3	Java
17302	3	Compilation, Statistics, Java, Algorithmic, Web Development
14543	3	Statistics, Robotics, Python, Static Structures, Dynamic Structures
17397	5	Compilation, Static Structures, Web Development, Algorithmic
16807	3	Algorithmic, Robotics
17122	1	
19456	4	
18930	3	
18943	4	Security, Software Engineering, Mathematics, Static Structures
15366	5	Static Structures, Statistics, Compilation, Robotics
11259	4	Probability, Java, Python
13958	3	Python, Algorithmic, Robotics, Probability, Compilation
13924	2	Security, Java, Dynamic Structures, Probability, Algorithmic
19886	1	Python, Statistics
10648	5	Robotics, Web Development, Java, Software Engineering
11713	2	Java, Mathematics, Software Engineering, Dynamic Structures, Static Structures
10443	4	
19544	3	Software Engineering, Java, Probability, Static Structures, Security
10629	4	Algorithmic, Design, Mathematics, Software Engineering
14753	3	Dynamic Structures
14526	2	Web Development, Software Engineering, Mathematics, Statistics, Static Structures
14836	1	Dynamic Structures, Robotics, Web Development, Software Engineering, Static Structures
14790	1	Design, Statistics, Compilation, Probability, Software Engineering
13127	3	Statistics, Robotics
17355		Python
15881		Static Structures, Dynamic Structures, Compilation, Statistics, Python
11553	3	Python
15869	2	Compilation, Design
15435	1	Static Structures, Compilation
10581		C++, Statistics, Mathematics, Web Development, Software Engineering
13018	3	C++, Security
17165	1	Design, Robotics, Dynamic Structures, Java
16005	3	Dynamic Structures, Algorithmic, Java, C++, Security
18656	5	Compilation, Algorithmic, Python, Web Development, Statistics
13476	3	Probability, Web Development, Robotics
16356	3	Java, Design, Algorithmic
13458	2	Statistics, Algorithmic, Design, Probability
19422	2	
12246	4	Java, Software Engineering
15600	2	Dynamic Structures
15522	2	Algorithmic, Mathematics, Design, Statistics, Python
14920	1	Software Engineering, Compilation, Dynamic Structures, Security, Probability
10974	1	Software Engineering, Algorithmic
10015		Design, Probability, Web Development
10858	2	Security, Java, Web Development, Probability
16338	5	Design, Java
12911	5	Design, Web Development, Mathematics
16016	1	Dynamic Structures
14789	3	Web Development, Java, Static Structures, Robotics
12867	1	Mathematics, Dynamic Structures, Web Development
13407	4	Static Structures, Algorithmic
12775	1	Statistics
19517	2	Algorithmic
10442	3	Security, Compilation
16609	2	Security
18100	3	Design, Mathematics, C++
14682	4	Security, Probability, Web Development, Statistics, C++
18361	2	Robotics, Probability, C++, Web Development, Dynamic Structures
18616		Algorithmic, Static Structures, Software Engineering, Java
17286	3	Static Structures, Java, Security
11144	5	Software Engineering, Robotics, Statistics
15101	2	Dynamic Structures, Java, Static Structures, Compilation
16255	1	Algorithmic, Static Structures, Security, Probability
10113	2	Mathematics, Design, Python, Robotics
12464	5	Security, Robotics
10802	1	Static Structures, Web Development, Python, Design
13776	3	Statistics, Web Development, Python, Mathematics
13227	1	Statistics, Robotics, Security, Java, Probability
15114	4	Mathematics
15236	5	Static Structures
15702	5	Robotics, Java, Compilation, Software Engineering
16310	2	Algorithmic, Python, Mathematics, Software Engineering, Java
11824	4	C++, Software Engineering, Algorithmic, Robotics, Mathematics
15021	5	Python, Robotics, Compilation
16844	4	Mathematics, Security, Web Development
16383	5	Web Development, Robotics, Python, Statistics
15086	2	Web Development, C++
12113	5	Mathematics, Robotics
14018		Dynamic Structures, Python, Static Structures
10577	1	Probability, Software Engineering, Security, Algorithmic, Robotics
18181	1	Software Engineering, Python
16322	2	Statistics, Design, Mathematics
12698	1	Compilation, Statistics, Probability, Static Structures
12391	2	Algorithmic, Static Structures, Compilation, C++, Python
19953	5	Web Development, Statistics, Mathematics
16115	4	Statistics, Java, Compilation
11623	2	Web Development, Software Engineering
18881	2	Python, Algorithmic, Web Development
18171	5	Security, Software Engineering, Java, Python
13603	2	Security, Robotics
12282	1	Algorithmic
10028		Software Engineering, Security, Python, C++, Mathematics
17339	2	Java, Web Development, Statistics
14024	3	Algorithmic, Statistics, Web Development, Software Engineering
11560	4	Mathematics, Design, Statistics, Dynamic Structures, Python
19938	5	Java, Algorithmic, Statistics
14254	3	Python, Compilation, Robotics, Algorithmic, Dynamic Structures
16592	3	Web Development
18257	3	Probability, Python
13433	2	Java, Robotics
15788		
11726	1	Python, Static Structures, C++
19991	5	Web Development, Robotics, C++
12295		Static Structures
18463	2	Robotics, Java, Web Development, Probability, Compilation
19958	3	Security, Mathematics, Static Structures, Statistics, Robotics
18394	5	Dynamic Structures
18380	1	Algorithmic, Compilation, Static Structures
10191	3	C++, Design, Mathematics, Security
10467	1	Software Engineering, Dynamic Structures, Java, Static Structures
13600	2	Dynamic Structures
10277	3	Probability, Software Engineering, Algorithmic, Mathematics
19418	2	Robotics, Mathematics, C++, Probability, Dynamic Structures
18015	2	Software Engineering, Statistics, Python, Static Structures
11358	5	Static Structures, Robotics, Mathematics, Statistics
10498	2	Static Structures, Design, Algorithmic, Software Engineering
11777	4	Robotics, Security, Software Engineering, Java
17576	4	Web Development, Design, Static Structures, C++, Mathematics
17310	5	Python, Algorithmic, Probability
10256	1	Java, Design, Web Development, Software Engineering
16918	4	Security, Mathematics
14846	3	Static Structures, Algorithmic
11796	1	Software Engineering, Web Development, Statistics, Compilation, C++
16893	3	Probability, Web Development, Robotics, Algorithmic
18122	5	C++, Dynamic Structures, Design
17270	3	Python, Compilation, Mathematics, Static Structures, Dynamic Structures
10358		Static Structures, Design, Java
12699	1	Static Structures, Web Development
10616	4	C++, Java, Robotics, Security, Web Development
13031	2	Dynamic Structures, Design, Compilation, Static Structures
19552	3	Java, Software Engineering, Robotics
10698	4	Robotics, Dynamic Structures, Mathematics, Python, Software Engineering
12976	4	C++, Java, Robotics
15671	1	Security, Algorithmic, Software Engineering, Statistics, Robotics
14498	3	Statistics, Design, Python, Mathematics, Algorithmic
10720	4	C++, Software Engineering
15564	4	Algorithmic, Software Engineering
11400	1	Dynamic Structures, Mathematics, Algorithmic, C++, Probability
13083	5	Dynamic Structures
10020	5	Compilation, Probability
16526	4	Web Development, Design, Dynamic Structures, Statistics
14761	4	Design, Robotics, C++, Mathematics
15936	1	Statistics, Design, Probability
19149	2	Software Engineering, Statistics, Python, Design, Security
16959	1	Web Development, Design
13708	5	Probability, Security, C++, Software Engineering
16318	5	
10118	3	Mathematics, Algorithmic, Java, Probability
19766		Algorithmic, Web Development, Statistics
13286	1	Software Engineering, Dynamic Structures, Static Structures
18466	5	Robotics
13337		Dynamic Structures
19068	3	
10796	2	Statistics, Probability
14279	1	Dynamic Structures, Web Development, Static Structures
18393	1	C++, Statistics, Java
19546	3	Software Engineering, Mathematics, C++, Security
13303	2	Dynamic Structures, Probability, Statistics
17027	5	Dynamic Structures, Probability
14114	2	Static Structures, Algorithmic, Web Development
13560	2	Robotics, Dynamic Structures
17425	5	Dynamic Structures
12310	4	Design, Statistics
10521	4	Design, Web Development, Python
17716	2	
18851	3	Compilation
12523	3	Java, Security, Software Engineering, Dynamic Structures, Compilation
19146	4	Security, Algorithmic, Robotics, Probability
18006	2	Python, C++
14399	4	Mathematics, Web Development, Compilation, Design
18690	5	Dynamic Structures, Software Engineering, Algorithmic, Mathematics, Security
19408	2	
19846	3	Dynamic Structures
10221	3	Statistics, Design
19360	5	Java, C++, Web Development, Probability
19884	4	Dynamic Structures
13828	1	Static Structures
11301	5	Java, Security, Statistics, Robotics
13978	1	Robotics
11695	4	Algorithmic, Web Development, C++
14478	2	Dynamic Structures, Software Engineering, Compilation, Python, Robotics
19677	4	Probability, Python
19786	2	Static Structures, Design
15880	3	Compilation
12071	4	
13875	5	
15905	3	Java, Design
10651	1	Algorithmic, Software Engineering, Web Development, Mathematics, Robotics
17744	2	Web Development, Statistics
18947	4	Mathematics
15592	5	C++, Dynamic Structures, Static Structures
11525	4	Mathematics
18296	5	Web Development
11519	2	Security, Java, Python
15383	5	Design, Java
18329	5	Design, Mathematics, Dynamic Structures, Algorithmic, Probability
16217	5	C++, Statistics, Dynamic Structures
14039	3	Probability
17555	1	
19173	5	Java, Design, Algorithmic
17991	1	Java, Security, Software Engineering, Web Development, Compilation
11069	4	Software Engineering
11631	3	Web Development, C++
12805	2	Algorithmic, Design, Robotics, Probability, Static Structures
17087	2	Compilation
14370	1	Statistics
17764	2	Probability, Statistics, Python
12957	2	
15216	2	C++
11059		Static Structures, Design, Statistics, C++, Security
15176	2	Security, Dynamic Structures
18385	5	C++, Design, Security, Mathematics
13813	3	Compilation
12816	3	C++, Dynamic Structures, Robotics, Design, Algorithmic
17996	2	Java, Compilation, Design, Probability, Algorithmic
18873	4	Statistics
14950	1	Dynamic Structures, Probability, Compilation, Mathematics, Python
12649	1	C++, Software Engineering, Security, Web Development, Python
11526	2	Static Structures, Python, Web Development
18956	2	Python, Probability, Static Structures, Statistics
11968	5	Software Engineering
10122	2	Java, Design, Compilation, Robotics
13023	5	Python, Java, Mathematics
14291	2	Security, Probability
13767	2	Security, Java
11464	4	Static Structures, C++
19386	3	Security, Mathematics, Statistics, Design, Algorithmic
11254	4	Web Development, Robotics, Security
15087	2	Web Development, Robotics, Design, Mathematics
15648	2	Probability, C++, Static Structures, Web Development
12099	3	Robotics, Mathematics, Design, Algorithmic, Java
10364	1	Software Engineering
18049	2	Compilation, Web Development
10347	1	Algorithmic, Compilation
14731	3	Design, Probability, Web Development, Algorithmic, C++
16072	3	Python, Software Engineering, Security
19001	5	Dynamic Structures, Security, Software Engineering, Python, Mathematics
15142	4	Python, Web Development, Algorithmic, Design
